id_sensor,type,time,latitude,longitude,value
50128,pm25,2023-07-09T22:50:41.000Z,45.478,9.224,7.78
44216,pm25,2023-07-09T22:50:38.000Z,45.46168340766,9.18210272212,7.7
60342,pm25,2023-07-09T22:50:34.000Z,45.53606202812,9.22630280256,8.27
10869234,loudeness,2023-07-09T22:58:57.121Z,45.477977,9.227728,74
40256,pm25,2023-07-09T22:50:27.000Z,45.462,9.21,4.82
59970,pm25,2023-07-09T22:50:24.000Z,45.434,9.116,5.7
24644,pm25,2023-07-09T22:50:19.000Z,45.502,9.146,7.18
45694,pm25,2023-07-09T22:50:19.000Z,45.468,9.124,4.35
32399,pm25,2023-07-09T22:50:17.000Z,45.44,9.178,5.22
10608112,loudeness,2023-07-09T22:59:30.109Z,45.464081,9.192720,90
39224,pm25,2023-07-09T22:49:55.000Z,45.45397764666,9.20950412750,4.82
40645,pm25,2023-07-09T22:49:43.000Z,45.52589590000,9.22878860000,4.7
57418,pm25,2023-07-09T22:49:30.000Z,45.43433691627,9.10697758184,6.57
10839718,loudeness,2023-07-09T22:59:51.090Z,45.485711,9.148767,63
32393,pm25,2023-07-09T22:49:24.000Z,45.426,9.206,6.85
40669,pm25,2023-07-09T22:49:14.000Z,45.528,9.234,7.35
50128,pm25,2023-07-09T22:59:46.000Z,45.478,9.224,4.8
39224,pm25,2023-07-09T22:59:39.000Z,45.45397764666,9.20950412750,3.88
40645,pm25,2023-07-09T22:59:27.000Z,45.52589590000,9.22878860000,4.8
57418,pm25,2023-07-09T22:59:15.000Z,45.43433691627,9.10697758184,6.6
32393,pm25,2023-07-09T22:59:10.000Z,45.426,9.206,6
40669,pm25,2023-07-09T22:59:02.000Z,45.528,9.234,7.85
22851,pm25,2023-07-09T22:58:19.000Z,45.46,9.24,6.4
40655,pm25,2023-07-09T22:58:15.000Z,45.53940450000,9.23662630000,5.63
44216,pm25,2023-07-09T22:58:10.000Z,45.46168340766,9.18210272212,6.68
32399,pm25,2023-07-09T22:58:07.000Z,45.44,9.178,5.28
60342,pm25,2023-07-09T22:58:05.000Z,45.53606202812,9.22630280256,8.2
59970,pm25,2023-07-09T22:57:56.000Z,45.434,9.116,5.95
24644,pm25,2023-07-09T22:57:49.000Z,45.502,9.146,7.5
40256,pm25,2023-07-09T22:57:46.000Z,45.462,9.21,4.68
45694,pm25,2023-07-09T22:57:46.000Z,45.468,9.124,4.95
70169,pm25,2023-07-09T22:57:42.000Z,45.442,9.212,6.88
55575,pm25,2023-07-09T22:57:37.000Z,45.478,9.116,8.2
39224,pm25,2023-07-09T22:57:13.000Z,45.45397764666,9.20950412750,4.03
